locus tag	organism	symbol	Gene ID	PFAM
SAOUHSC_01474	S. aureus NCTC8325	SAOUHSC_01474	3920229	PolyA_pol
SAOUHSC_01475	S. aureus NCTC8325	SAOUHSC_01475	3920230	Glycos_transf_1
S614	S. aureus NCTC8325	S614		
SAOUHSC_01476	S. aureus NCTC8325	SAOUHSC_01476	3920231	MazG
SAOUHSC_01477	S. aureus NCTC8325	SAOUHSC_01477	3920232	Zn_peptidase_2
SAOUHSC_01478	S. aureus NCTC8325	SAOUHSC_01478	3920233	DUF1405
SAOUHSC_01479	S. aureus NCTC8325	SAOUHSC_01479	3920234	UPF0302
SAOUHSC_01480	S. aureus NCTC8325	SAOUHSC_01480	3920235	TPR_19
S615	S. aureus NCTC8325	S615		
SAOUHSC_01481	S. aureus NCTC8325	SAOUHSC_01481	3920236	EPSP_synthase
SAOUHSC_01482	S. aureus NCTC8325	aroB	3920237	DHQ_synthase
SAOUHSC_01483	S. aureus NCTC8325	SAOUHSC_01483	3920238	Chorismate_synt
SAOUHSC_01484	S. aureus NCTC8325	SAOUHSC_01484	3920239	DKCLD
SAOUHSC_01485	S. aureus NCTC8325	ndk	3920240	NDK
S616	S. aureus NCTC8325	S616		
SAOUHSC_01486	S. aureus NCTC8325	SAOUHSC_01486	3920241	polyprenyl_synt
SAOUHSC_01487	S. aureus NCTC8325	ubiE	3920242	Ubie_methyltran
S617	S. aureus NCTC8325	S617		
SAOUHSC_01488	S. aureus NCTC8325	SAOUHSC_01488	3920243	HEPPP_synt_1
SAOUHSC_01489	S. aureus NCTC8325	SAOUHSC_01489	3920244	
SAOUHSC_01490	S. aureus NCTC8325	SAOUHSC_01490	3920245	Bac_DNA_binding
S618	S. aureus NCTC8325	S618		
SAOUHSC_01491	S. aureus NCTC8325	gpsA	3920246	NAD_Gly3P_dh_C
SAOUHSC_01492	S. aureus NCTC8325	engA	3920247	MMR_HSR1
S619	S. aureus NCTC8325	S619		
SAOUHSC_01493	S. aureus NCTC8325	rpsA	3920248	S1
S620	S. aureus NCTC8325	S620		
SAOUHSC_A01436	S. aureus NCTC8325	SAOUHSC_A01436	3921688	
SAOUHSC_01494	S. aureus NCTC8325	SAOUHSC_01494	3919038	
SAOUHSC_01495	S. aureus NCTC8325	SAOUHSC_01495	3919039	
SAOUHSC_01496	S. aureus NCTC8325	cmk	3919040	Cytidylate_kin
SAOUHSC_01497	S. aureus NCTC8325	SAOUHSC_01497	3919041	Asparaginase
SAOUHSC_01499	S. aureus NCTC8325	SAOUHSC_01499	3919042	Pyr_redox_3
SAOUHSC_01500	S. aureus NCTC8325	SAOUHSC_01500	3919043	
SAOUHSC_01501	S. aureus NCTC8325	SAOUHSC_01501	3919044	LysM
S622	S. aureus NCTC8325	S622		
SAOUHSC_01502	S. aureus NCTC8325	SAOUHSC_01502	3919045	Helicase_C
SAOUHSC_01503	S. aureus NCTC8325	SAOUHSC_01503	3919046	HTH_40
S623	S. aureus NCTC8325	S623		
S624	S. aureus NCTC8325	S624		
S625	S. aureus NCTC8325	S625		
SAOUHSC_01504	S. aureus NCTC8325	SAOUHSC_01504	3919047	Fer4_13
SAOUHSC_01505	S. aureus NCTC8325	SAOUHSC_01505	3919048	ECF_trnsprt
S626	S. aureus NCTC8325	S626		
SAOUHSC_01507	S. aureus NCTC8325	SAOUHSC_01507	3919049	
SAOUHSC_01508	S. aureus NCTC8325	SAOUHSC_01508	3919050	DUF1672
SAOUHSC_01510	S. aureus NCTC8325	SAOUHSC_01510	3919051	HlyU
SAOUHSC_01511	S. aureus NCTC8325	SAOUHSC_01511	3919052	DUF1672
SAOUHSC_01512	S. aureus NCTC8325	SAOUHSC_01512	3919053	DUF1672
SAOUHSC_01513	S. aureus NCTC8325	SAOUHSC_01513	3919054	NPR2
S627	S. aureus NCTC8325	S627		
SAOUHSC_01514	S. aureus NCTC8325	SAOUHSC_01514	3919055	OGG_N
S628	S. aureus NCTC8325	S628		
SAOUHSC_A01455	S. aureus NCTC8325	SAOUHSC_A01455	3921689	
S629	S. aureus NCTC8325	S629		
SAOUHSC_01515	S. aureus NCTC8325	SAOUHSC_01515	3919056	Amidase_3
SAOUHSC_01516	S. aureus NCTC8325	SAOUHSC_01516	3920619	Holin_SPP1
SAOUHSC_01517	S. aureus NCTC8325	SAOUHSC_01517	3920620	DUF2951
SAOUHSC_01518	S. aureus NCTC8325	SAOUHSC_01518	3920621	Phage_XkdX
SAOUHSC_01519	S. aureus NCTC8325	SAOUHSC_01519	3920622	DUF2977
SAOUHSC_01520	S. aureus NCTC8325	SAOUHSC_01520	3920623	DUF2479
SAOUHSC_01521	S. aureus NCTC8325	SAOUHSC_01521	3920624	PQQ
SAOUHSC_01522	S. aureus NCTC8325	SAOUHSC_01522	3920625	
SAOUHSC_01523	S. aureus NCTC8325	SAOUHSC_01523	3920626	Prophage_tail
SAOUHSC_01524	S. aureus NCTC8325	SAOUHSC_01524	3920627	Sipho_tail
SAOUHSC_01525	S. aureus NCTC8325	SAOUHSC_01525	3920628	PhageMin_Tail
SAOUHSC_01526	S. aureus NCTC8325	SAOUHSC_01526	3920629	YebO
SAOUHSC_01527	S. aureus NCTC8325	SAOUHSC_01527	3920630	
SAOUHSC_01528	S. aureus NCTC8325	SAOUHSC_01528	3920631	Big_2
S630	S. aureus NCTC8325	S630		
SAOUHSC_01529	S. aureus NCTC8325	SAOUHSC_01529	3920632	Phage_TTP_1
SAOUHSC_01530	S. aureus NCTC8325	SAOUHSC_01530	3920633	Lactamase_B_6
SAOUHSC_01531	S. aureus NCTC8325	SAOUHSC_01531	3920634	
SAOUHSC_01532	S. aureus NCTC8325	SAOUHSC_01532	3920635	Phage_H_T_join
SAOUHSC_01533	S. aureus NCTC8325	SAOUHSC_01533	3920636	Phage_connect_1
S631	S. aureus NCTC8325	S631		
SAOUHSC_01535	S. aureus NCTC8325	SAOUHSC_01535	3920637	Phage_capsid
SAOUHSC_01536	S. aureus NCTC8325	SAOUHSC_01536	3920638	CLP_protease
SAOUHSC_01537	S. aureus NCTC8325	SAOUHSC_01537	3920580	Phage_portal
SAOUHSC_01538	S. aureus NCTC8325	SAOUHSC_01538	3920581	Terminase_1
SAOUHSC_01539	S. aureus NCTC8325	SAOUHSC_01539	3920582	Terminase_4
SAOUHSC_01540	S. aureus NCTC8325	SAOUHSC_01540	3920583	HNH
SAOUHSC_01541	S. aureus NCTC8325	SAOUHSC_01541	3920584	HTH_23
SAOUHSC_01542	S. aureus NCTC8325	SAOUHSC_01542	3920585	SNF2_N
SAOUHSC_01543	S. aureus NCTC8325	SAOUHSC_01543	3920586	VRR_NUC
SAOUHSC_01544	S. aureus NCTC8325	SAOUHSC_01544	3920587	
SAOUHSC_01545	S. aureus NCTC8325	SAOUHSC_01545	3920588	
SAOUHSC_01546	S. aureus NCTC8325	SAOUHSC_01546	3920589	DUF4885
SAOUHSC_01547	S. aureus NCTC8325	SAOUHSC_01547	3920590	VirE
SAOUHSC_01548	S. aureus NCTC8325	SAOUHSC_01548	3920591	DUF1514
SAOUHSC_01549	S. aureus NCTC8325	SAOUHSC_01549	3920592	RinB
SAOUHSC_01550	S. aureus NCTC8325	SAOUHSC_01550	3920593	FliS
SAOUHSC_01551	S. aureus NCTC8325	SAOUHSC_01551	3920594	DUF1381
SAOUHSC_01552	S. aureus NCTC8325	SAOUHSC_01552	3920595	dUTPase
SAOUHSC_01553	S. aureus NCTC8325	SAOUHSC_01553	3920596	DUF1024
SAOUHSC_01554	S. aureus NCTC8325	SAOUHSC_01554	3920597	BLOC1_2
SAOUHSC_01555	S. aureus NCTC8325	SAOUHSC_01555	3920598	YopX
SAOUHSC_01556	S. aureus NCTC8325	SAOUHSC_01556	3920151	
SAOUHSC_01557	S. aureus NCTC8325	SAOUHSC_01557	3920152	
SAOUHSC_01558	S. aureus NCTC8325	SAOUHSC_01558	3920153	Phage_Orf51
SAOUHSC_01559	S. aureus NCTC8325	SAOUHSC_01559	3920154	DUF1129
SAOUHSC_01560	S. aureus NCTC8325	SAOUHSC_01560	3920155	DUF3310
SAOUHSC_01561	S. aureus NCTC8325	SAOUHSC_01561	3920156	PVL_ORF50
SAOUHSC_01562	S. aureus NCTC8325	SAOUHSC_01562	3920157	DUF3113
SAOUHSC_01563	S. aureus NCTC8325	SAOUHSC_01563	3920158	DNA_pol_A
SAOUHSC_01565	S. aureus NCTC8325	SAOUHSC_01565	3920159	DUF2815
SAOUHSC_01566	S. aureus NCTC8325	SAOUHSC_01566	3920160	DUF2800
SAOUHSC_01567	S. aureus NCTC8325	SAOUHSC_01567	3920161	Rbsn
SAOUHSC_01568	S. aureus NCTC8325	SAOUHSC_01568	3920162	AbiEi_4
S632	S. aureus NCTC8325	S632		
SAOUHSC_01569	S. aureus NCTC8325	SAOUHSC_01569	3920163	DUF1270
SAOUHSC_01570	S. aureus NCTC8325	SAOUHSC_01570	3920164	HTH_23
SAOUHSC_01571	S. aureus NCTC8325	SAOUHSC_01571	3920165	
S633	S. aureus NCTC8325	S633		
SAOUHSC_01572	S. aureus NCTC8325	SAOUHSC_01572	3920166	DUF2960
SAOUHSC_01573	S. aureus NCTC8325	SAOUHSC_01573	3920167	DUF2829
SAOUHSC_01574	S. aureus NCTC8325	SAOUHSC_01574	3920168	HTH_3
SAOUHSC_A01514	S. aureus NCTC8325	SAOUHSC_A01514	3921690	
SAOUHSC_01575	S. aureus NCTC8325	SAOUHSC_01575	3920169	Peptidase_S24
SAOUHSC_01576	S. aureus NCTC8325	SAOUHSC_01576	3920170	RNase_T
SAOUHSC_01577	S. aureus NCTC8325	SAOUHSC_01577	3919994	
S634	S. aureus NCTC8325	S634		
SAOUHSC_01578	S. aureus NCTC8325	SAOUHSC_01578	3919995	
SAOUHSC_01579	S. aureus NCTC8325	SAOUHSC_01579	3919996	
SAOUHSC_01580	S. aureus NCTC8325	SAOUHSC_01580	3919997	DUF2556
S635	S. aureus NCTC8325	S635		
SAOUHSC_01582	S. aureus NCTC8325	SAOUHSC_01582	3919998	Phage_integrase
S636	S. aureus NCTC8325	S636		
SAOUHSC_01583	S. aureus NCTC8325	SAOUHSC_01583	3919999	Baculo_PEP_C
SAOUHSC_01584	S. aureus NCTC8325	SAOUHSC_01584	3920000	DUF1672
S637	S. aureus NCTC8325	S637		
SAOUHSC_01585	S. aureus NCTC8325	SAOUHSC_01585	3920001	HATPase_c
SAOUHSC_01586	S. aureus NCTC8325	SAOUHSC_01586	3920002	Response_reg
S638	S. aureus NCTC8325	S638		
SAOUHSC_01587	S. aureus NCTC8325	SAOUHSC_01587	3920003	PseudoU_synth_2
SAOUHSC_01588	S. aureus NCTC8325	SAOUHSC_01588	3920004	SMC_ScpB
SAOUHSC_01589	S. aureus NCTC8325	SAOUHSC_01589	3920005	SMC_ScpA
SAOUHSC_01590	S. aureus NCTC8325	SAOUHSC_01590	3920006	DUF309
SAOUHSC_01591	S. aureus NCTC8325	SAOUHSC_01591	3920007	Phage_integrase
SAOUHSC_01592	S. aureus NCTC8325	SAOUHSC_01592	3920008	FUR
SAOUHSC_01593	S. aureus NCTC8325	SAOUHSC_01593	3920009	NUDIX
SAOUHSC_01594	S. aureus NCTC8325	SAOUHSC_01594	3920010	Aldo_ket_red
SAOUHSC_01595	S. aureus NCTC8325	SAOUHSC_01595	3920011	
SAOUHSC_01596	S. aureus NCTC8325	SAOUHSC_01596	3920012	adh_short
S639	S. aureus NCTC8325	S639		
SAOUHSC_01597	S. aureus NCTC8325	SAOUHSC_01597	3920013	P5CR_dimer
SAOUHSC_01598	S. aureus NCTC8325	SAOUHSC_01598	3920014	Lactamase_B_2
S640	S. aureus NCTC8325	S640		
SAOUHSC_01599	S. aureus NCTC8325	SAOUHSC_01599	3920015	G6PD_C
S641	S. aureus NCTC8325	S641		
SAOUHSC_01600	S. aureus NCTC8325	SAOUHSC_01600	3920016	Cass2
SAOUHSC_01601	S. aureus NCTC8325	SAOUHSC_01601	3920017	Alpha-amylase
SAOUHSC_01602	S. aureus NCTC8325	SAOUHSC_01602	3920018	LacI
SAOUHSC_01603	S. aureus NCTC8325	SAOUHSC_01603	3920019	gpUL132
SAOUHSC_01604	S. aureus NCTC8325	SAOUHSC_01604	3920020	Glyoxalase
S642	S. aureus NCTC8325	S642		
SAOUHSC_01605	S. aureus NCTC8325	SAOUHSC_01605	3920021	6PGD
SAOUHSC_01606	S. aureus NCTC8325	SAOUHSC_01606	3920022	Peptidase_M20
S643	S. aureus NCTC8325	S643		
S644	S. aureus NCTC8325	S644		
SAOUHSC_01607	S. aureus NCTC8325	SAOUHSC_01607	3920023	DUF1240
SAOUHSC_01608	S. aureus NCTC8325	SAOUHSC_01608	3920024	
SAOUHSC_01609	S. aureus NCTC8325	SAOUHSC_01609	3920025	ArAE_1
SAOUHSC_01610	S. aureus NCTC8325	SAOUHSC_01610	3920026	Disulph_isomer
S645	S. aureus NCTC8325	S645		
SAOUHSC_01611	S. aureus NCTC8325	SAOUHSC_01611	3920027	2-oxoacid_dh
SAOUHSC_01612	S. aureus NCTC8325	SAOUHSC_01612	3920028	Transket_pyr
SAOUHSC_01613	S. aureus NCTC8325	SAOUHSC_01613	3920029	E1_dh
SAOUHSC_01614	S. aureus NCTC8325	SAOUHSC_01614	3920030	Pyr_redox_2
S646	S. aureus NCTC8325	S646		
SAOUHSC_01615	S. aureus NCTC8325	SAOUHSC_01615	3920031	SMC_N
SAOUHSC_01617	S. aureus NCTC8325	SAOUHSC_01617	3920032	Arg_repressor
S647	S. aureus NCTC8325	S647		
SAOUHSC_01618	S. aureus NCTC8325	SAOUHSC_01618	3919956	polyprenyl_synt
SAOUHSC_01619	S. aureus NCTC8325	SAOUHSC_01619	3919957	Exonuc_VII_S
SAOUHSC_01620	S. aureus NCTC8325	xseA	3919958	Exonuc_VII_L
SAOUHSC_01621	S. aureus NCTC8325	nusB	3919959	NusB
SAOUHSC_01622	S. aureus NCTC8325	SAOUHSC_01622	3919960	Asp23
SAOUHSC_01623	S. aureus NCTC8325	SAOUHSC_01623	3919961	CPSase_L_D2
SAOUHSC_01624	S. aureus NCTC8325	SAOUHSC_01624	3919962	Biotin_lipoyl
S648	S. aureus NCTC8325	S648		
SAOUHSC_01625	S. aureus NCTC8325	SAOUHSC_01625	3919963	EFP_N
SAOUHSC_01626	S. aureus NCTC8325	SAOUHSC_01626	3919964	Peptidase_M24
SAOUHSC_01627	S. aureus NCTC8325	SAOUHSC_01627	3919965	LPP
SAOUHSC_01628	S. aureus NCTC8325	SAOUHSC_01628	3919966	Orf78
SAOUHSC_01629	S. aureus NCTC8325	SAOUHSC_01629	3919967	BPL_LplA_LipB
S649	S. aureus NCTC8325	S649		
SAOUHSC_01630	S. aureus NCTC8325	SAOUHSC_01630	3919968	Rhodanese
S650	S. aureus NCTC8325	S650		
S651	S. aureus NCTC8325	S651		
SAOUHSC_01632	S. aureus NCTC8325	SAOUHSC_01632	3919969	GDC-P
SAOUHSC_01633	S. aureus NCTC8325	SAOUHSC_01633	3919970	GDC-P
SAOUHSC_01634	S. aureus NCTC8325	gcvT	3919971	GCV_T
S652	S. aureus NCTC8325	S652		
SAOUHSC_01635	S. aureus NCTC8325	SAOUHSC_01635	3919972	SKI
SAOUHSC_01636	S. aureus NCTC8325	SAOUHSC_01636	3919973	Peptidase_M6
SAOUHSC_01637	S. aureus NCTC8325	SAOUHSC_01637	3919974	ComGF
SAOUHSC_01638	S. aureus NCTC8325	SAOUHSC_01638	3920091	DUF2547
SAOUHSC_01639	S. aureus NCTC8325	SAOUHSC_01639	3920092	N_methyl
SAOUHSC_01640	S. aureus NCTC8325	SAOUHSC_01640	3920093	N_methyl
SAOUHSC_01641	S. aureus NCTC8325	SAOUHSC_01641	3920094	T2SSF
SAOUHSC_01643	S. aureus NCTC8325	SAOUHSC_01643	3920095	T2SSE
SAOUHSC_01644	S. aureus NCTC8325	SAOUHSC_01644	3920096	Lactamase_B
SAOUHSC_01645	S. aureus NCTC8325	SAOUHSC_01645	3920097	Thiamine_BP
SAOUHSC_01646	S. aureus NCTC8325	SAOUHSC_01646	3920098	ROK
SAOUHSC_01647	S. aureus NCTC8325	SAOUHSC_01647	3920099	DUF910
SAOUHSC_01649	S. aureus NCTC8325	SAOUHSC_01649	3920101	Rhomboid
SAOUHSC_01650	S. aureus NCTC8325	SAOUHSC_01650	3920102	5-FTHF_cyc-lig
SAOUHSC_01651	S. aureus NCTC8325	rpmG	3920103	Ribosomal_L33
SAOUHSC_01652	S. aureus NCTC8325	SAOUHSC_01652	3920104	Transpeptidase
SAOUHSC_01653	S. aureus NCTC8325	SAOUHSC_01653	3920105	Sod_Fe_C
S653	S. aureus NCTC8325	S653		
SAOUHSC_01655	S. aureus NCTC8325	SAOUHSC_01655	3920106	FUR
SAOUHSC_01656	S. aureus NCTC8325	SAOUHSC_01656	3920107	ABC-3
SAOUHSC_01657	S. aureus NCTC8325	SAOUHSC_01657	3920108	ABC_tran
S654	S. aureus NCTC8325	S654		
SAOUHSC_01658	S. aureus NCTC8325	SAOUHSC_01658	3920109	AP_endonuc_2
SAOUHSC_01659	S. aureus NCTC8325	SAOUHSC_01659	3920110	DEAD
S655	S. aureus NCTC8325	S655		
SAOUHSC_01660	S. aureus NCTC8325	SAOUHSC_01660	3920072	NIF3
SAOUHSC_01661	S. aureus NCTC8325	SAOUHSC_01661	3920073	TrmK
SAOUHSC_01662	S. aureus NCTC8325	SAOUHSC_01662	3920074	Sigma70_r3
S656	S. aureus NCTC8325	S656		
SAOUHSC_01663	S. aureus NCTC8325	SAOUHSC_01663	3920075	Toprim_N
SAOUHSC_01664	S. aureus NCTC8325	SAOUHSC_01664	3920076	Kinase-PPPase
SAOUHSC_01665	S. aureus NCTC8325	SAOUHSC_01665	3920077	CBS
S657	S. aureus NCTC8325	S657		
S658	S. aureus NCTC8325	S658		
S659	S. aureus NCTC8325	S659		
SAOUHSC_01666	S. aureus NCTC8325	SAOUHSC_01666	3920078	HGTP_anticodon
SAOUHSC_01667	S. aureus NCTC8325	SAOUHSC_01667	3920079	RecO_C
SAOUHSC_01668	S. aureus NCTC8325	era	3920080	MMR_HSR1
SAOUHSC_01669	S. aureus NCTC8325	SAOUHSC_01669	3920081	
SAOUHSC_01670	S. aureus NCTC8325	SAOUHSC_01670	3920082	dCMP_cyt_deam_1
SAOUHSC_01671	S. aureus NCTC8325	SAOUHSC_01671	3920083	DAGK_prokar
SAOUHSC_01672	S. aureus NCTC8325	SAOUHSC_01672	3920084	UPF0054
SAOUHSC_01673	S. aureus NCTC8325	SAOUHSC_01673	3920085	PhoH
S661	S. aureus NCTC8325	S661		
SAOUHSC_01675	S. aureus NCTC8325	SAOUHSC_01675	3920086	EphA2_TM
SAOUHSC_01676	S. aureus NCTC8325	SAOUHSC_01676	3920087	YdfA_immunity
SAOUHSC_01677	S. aureus NCTC8325	SAOUHSC_01677	3920088	FAM70
S662	S. aureus NCTC8325	S662		
S663	S. aureus NCTC8325	S663		
SAOUHSC_01678	S. aureus NCTC8325	rpsU	3920089	Ribosomal_S21
S664	S. aureus NCTC8325	S664		
S665	S. aureus NCTC8325	S665		
SAOUHSC_01679	S. aureus NCTC8325	SAOUHSC_01679	3920090	Radical_SAM
SAOUHSC_01680	S. aureus NCTC8325	SAOUHSC_01680	3921792	Methyltrans_RNA
SAOUHSC_01681	S. aureus NCTC8325	prmA	3921793	PrmA
SAOUHSC_01682	S. aureus NCTC8325	SAOUHSC_01682	3921794	DnaJ_C
S666	S. aureus NCTC8325	S666		
SAOUHSC_01683	S. aureus NCTC8325	dnaK	3921795	HSP70
SAOUHSC_01684	S. aureus NCTC8325	SAOUHSC_01684	3921796	GrpE
SAOUHSC_01685	S. aureus NCTC8325	SAOUHSC_01685	3921797	HrcA
SAOUHSC_01686	S. aureus NCTC8325	SAOUHSC_01686	3921798	Radical_SAM
S667	S. aureus NCTC8325	S667		
SAOUHSC_01687	S. aureus NCTC8325	SAOUHSC_01687	3921799	
S668	S. aureus NCTC8325	S668		
SAOUHSC_01688	S. aureus NCTC8325	SAOUHSC_01688	3921800	GTP_EFTU
S669	S. aureus NCTC8325	S669		
S670	S. aureus NCTC8325	S670		
SAOUHSC_01689	S. aureus NCTC8325	rpsT	3921801	Ribosomal_S20p
SAOUHSC_01690	S. aureus NCTC8325	holA	3921802	DNA_pol3_delta
SAOUHSC_01691	S. aureus NCTC8325	SAOUHSC_01691	3921803	Competence
SAOUHSC_01692	S. aureus NCTC8325	SAOUHSC_01692	3921804	dCMP_cyt_deam_1
S671	S. aureus NCTC8325	S671		
SAOUHSC_01693	S. aureus NCTC8325	SAOUHSC_01693	3921805	HHH_3
SAOUHSC_01694	S. aureus NCTC8325	SAOUHSC_01694	3921806	Methyltransf_25
SAOUHSC_01695	S. aureus NCTC8325	SAOUHSC_01695	3921807	RsfS
SAOUHSC_01696	S. aureus NCTC8325	SAOUHSC_01696	3921808	HD
SAOUHSC_01697	S. aureus NCTC8325	SAOUHSC_01697	3921809	CTP_transf_like
SAOUHSC_01698	S. aureus NCTC8325	SAOUHSC_01698	3921810	CRS1_YhbY
SAOUHSC_01699	S. aureus NCTC8325	SAOUHSC_01699	3921811	Shikimate_dh_N
SAOUHSC_01700	S. aureus NCTC8325	SAOUHSC_01700	3921090	MMR_HSR1
SAOUHSC_01701	S. aureus NCTC8325	SAOUHSC_01701	3921091	HAD_2
SAOUHSC_01702	S. aureus NCTC8325	SAOUHSC_01702	3921092	PNP_UDP_1
SAOUHSC_01703	S. aureus NCTC8325	SAOUHSC_01703	3921093	
SAOUHSC_01704	S. aureus NCTC8325	SAOUHSC_01704	3921094	DUF2142
SAOUHSC_01705	S. aureus NCTC8325	SAOUHSC_01705	3921095	Stap_Strp_tox_C
SAOUHSC_01706	S. aureus NCTC8325	SAOUHSC_01706	3921096	Fic
S672	S. aureus NCTC8325	S672		
S673	S. aureus NCTC8325	S673		
SAOUHSC_01707	S. aureus NCTC8325	SAOUHSC_01707	3921097	Nramp
SAOUHSC_01708	S. aureus NCTC8325	SAOUHSC_01708	3921098	LamB_YcsF
SAOUHSC_01709	S. aureus NCTC8325	SAOUHSC_01709	3921099	CPSase_L_D2
SAOUHSC_01710	S. aureus NCTC8325	SAOUHSC_01710	3921100	Biotin_lipoyl
SAOUHSC_01711	S. aureus NCTC8325	SAOUHSC_01711	3921101	CT_A_B
S674	S. aureus NCTC8325	S674		
SAOUHSC_01712	S. aureus NCTC8325	SAOUHSC_01712	3921102	CT_C_D
S675	S. aureus NCTC8325	S675		
SAOUHSC_01714	S. aureus NCTC8325	greA	3921103	GreA_GreB_N
SAOUHSC_01715	S. aureus NCTC8325	SAOUHSC_01715	3921104	PRK
SAOUHSC_01716	S. aureus NCTC8325	SAOUHSC_01716	3921105	Peptidase_U32
SAOUHSC_01717	S. aureus NCTC8325	SAOUHSC_01717	3921106	Peptidase_U32
SAOUHSC_01718	S. aureus NCTC8325	SAOUHSC_01718	3921107	Methyltransf_3
S676	S. aureus NCTC8325	S676		
SAOUHSC_01719	S. aureus NCTC8325	SAOUHSC_01719	3921108	DUF1292
SAOUHSC_01720	S. aureus NCTC8325	SAOUHSC_01720	3921070	RuvX
SAOUHSC_01721	S. aureus NCTC8325	SAOUHSC_01721	3921071	DUF965
SAOUHSC_01722	S. aureus NCTC8325	alaS	3921072	tRNA-synt_2c
S677	S. aureus NCTC8325	S677		
S678	S. aureus NCTC8325	S678		
SAOUHSC_01723	S. aureus NCTC8325	SAOUHSC_01723	3921073	AAA_30
SAOUHSC_01724	S. aureus NCTC8325	SAOUHSC_01724	3921074	TPR_1
S679	S. aureus NCTC8325	S679		
SAOUHSC_01726	S. aureus NCTC8325	SAOUHSC_01726	3921076	
SAOUHSC_01727	S. aureus NCTC8325	SAOUHSC_01727	3921077	Aminotran_5
S680	S. aureus NCTC8325	S680		
S681	S. aureus NCTC8325	S681		
SAOUHSC_01728	S. aureus NCTC8325	SAOUHSC_01728	3921078	Bac_luciferase
SAOUHSC_01729	S. aureus NCTC8325	SAOUHSC_01729	3921079	MT0933_antitox
SAOUHSC_01730	S. aureus NCTC8325	SAOUHSC_01730	3921080	CsbD
SAOUHSC_01732	S. aureus NCTC8325	SAOUHSC_01732	3921081	Rrf2
SAOUHSC_01733	S. aureus NCTC8325	SAOUHSC_01733	3921082	
SAOUHSC_01734	S. aureus NCTC8325	SAOUHSC_01734	3921083	MgsA_C
S683	S. aureus NCTC8325	S683		
S684	S. aureus NCTC8325	S684		
SAOUHSC_01735	S. aureus NCTC8325	SAOUHSC_01735	3921084	ThiF
SAOUHSC_01736	S. aureus NCTC8325	SAOUHSC_01736	3921085	
S685	S. aureus NCTC8325	6S RNA		
SAOUHSC_01737	S. aureus NCTC8325	aspS	3921086	tRNA-synt_2
SAOUHSC_01738	S. aureus NCTC8325	hisS	3921087	tRNA-synt_His
S686	S. aureus NCTC8325	S686		
S687	S. aureus NCTC8325	S687		
SAOUHSC_01739	S. aureus NCTC8325	SAOUHSC_01739	3921088	Amidase_3
SAOUHSC_01741	S. aureus NCTC8325	SAOUHSC_01741	3921089	Tyr_Deacylase
SAOUHSC_01742	S. aureus NCTC8325	SAOUHSC_01742	3920542	HD_4
S688	S. aureus NCTC8325	S688		
S689	S. aureus NCTC8325	S689		
SAOUHSC_01743	S. aureus NCTC8325	SAOUHSC_01743	3920543	Pribosyltran
SAOUHSC_01744	S. aureus NCTC8325	SAOUHSC_01744	3920544	ssDNA-exonuc_C
S690	S. aureus NCTC8325	S690		
SAOUHSC_01746	S. aureus NCTC8325	SAOUHSC_01746	3920545	SecD_SecF
S692	S. aureus NCTC8325	S692		
SAOUHSC_01747	S. aureus NCTC8325	SAOUHSC_01747	3920546	YajC
SAOUHSC_01748	S. aureus NCTC8325	tgt	3920547	TGT
SAOUHSC_01749	S. aureus NCTC8325	queA	3920548	Queuosine_synth
SAOUHSC_01750	S. aureus NCTC8325	ruvB	3920549	RuvB_N
SAOUHSC_01751	S. aureus NCTC8325	ruvA	3920550	RuvA_N
SAOUHSC_01752	S. aureus NCTC8325	SAOUHSC_01752	3920551	ACT_4
SAOUHSC_01753	S. aureus NCTC8325	obgE	3920552	GTP1_OBG
S693	S. aureus NCTC8325	S693		
SAOUHSC_01755	S. aureus NCTC8325	rpmA	3920553	Ribosomal_L27
SAOUHSC_01756	S. aureus NCTC8325	SAOUHSC_01756	3920554	Peptidase_Prp
SAOUHSC_01757	S. aureus NCTC8325	rplU	3920555	Ribosomal_L21p
S694	S. aureus NCTC8325	S694		
SAOUHSC_01758	S. aureus NCTC8325	SAOUHSC_01758	3920556	MreD
SAOUHSC_01759	S. aureus NCTC8325	SAOUHSC_01759	3920557	MreC
SAOUHSC_01760	S. aureus NCTC8325	SAOUHSC_01760	3920558	
SAOUHSC_01761	S. aureus NCTC8325	SAOUHSC_01761	3920559	DUF4930
SAOUHSC_01761a	S. aureus NCTC8325	SAOUHSC_01761a	16830702	Reticulon
S696	S. aureus NCTC8325	S696		
SAOUHSC_01762	S. aureus NCTC8325	SAOUHSC_01762	3920560	DUF1705
SAOUHSC_01763	S. aureus NCTC8325	SAOUHSC_01763	3919681	RadC
SAOUHSC_01764	S. aureus NCTC8325	SAOUHSC_01764	3919682	DiS_P_DiS
SAOUHSC_01765	S. aureus NCTC8325	SAOUHSC_01765	3919683	DUF2963
SAOUHSC_01766	S. aureus NCTC8325	SAOUHSC_01766	3919684	Mur_ligase_M
SAOUHSC_01767	S. aureus NCTC8325	valS	3919685	tRNA-synt_1
S697	S. aureus NCTC8325	S697		
S698	S. aureus NCTC8325	S698		
S699	S. aureus NCTC8325	S699		
SAOUHSC_01768	S. aureus NCTC8325	SAOUHSC_01768	3919686	Adenine_glyco
S700	S. aureus NCTC8325	S700		
